,ReviewID,Target
1512,CD007125,"While there was a tendency to a better overall result in patients receiving multidisciplinary inpatient rehabilitation, these results were not statistically significant.
Future trials of multidisciplinary rehabilitation should aim to establish both effectiveness and cost effectiveness of multidisciplinary rehabilitation overall, rather than evaluate its components."
1513,CD003272,This review was unable to draw firm conclusions for the role of psychological interventions for children with asthma. This review demonstrates the absence of an adequate evidence base and highlights the need for well-conducted and reported randomised trials in this area.
1514,CD002919,"Over 2 months of treatment, SSRIs are no more efficacious than placebo in patients with migraine. In patients with chronic TTH, SSRIs are less efficacious than tricyclic antidepressants. In comparison with SSRIs, the burden of adverse events in patients receiving tricyclics was greater. These results are based on short-term trials and may not generalise to longer-term treatment."
1515,CD001802,"Adeno-/tonsillectomy is effective in reducing the number of episodes of sore throat and days with sore throats in children, the gain being more marked in those most severely affected. The size of the effect is modest, but there may be a benefit to knowing the precise timing of one episode of pain lasting several days - it occurs immediately after surgery as a direct consequence of it.
It is clear that some children get better without any surgery, and that whilst removing the tonsils will always prevent 'tonsillitis', the impact of the procedure on 'sore throats' due to pharyngitis is much less predictable."
1516,CD002974,"There are no data from randomized controlled trials supporting the use of rescue HFOV in term or near term infants with severe pulmonary dysfunction. The area is complicated by diverse pathology in such infants and by the occurrence of other interventions (surfactant, inhaled nitric oxide, inotropes). Randomized controlled trials are needed to establish the role of elective or rescue HFOV in near term and term infants with pulmonary dysfunction before widespread use of this mode of ventilation in such infants."
1517,CD006206,There is insufficient clinical trial evidence regarding the effects of garlic in preventing or treating the common cold. A single trial suggested that garlic may prevent occurrences of the common cold but more studies are needed to validate this finding. Claims of effectiveness appear to rely largely on poor-quality evidence.
1518,CD003911,"Ideally, large, multi-centre supporting trials are needed as outcomes were incompletely reported in included trials in this review. It may be beneficial to design a multi-arm trial comparing 3, 24 and 96 hour infusions or maybe looking at different schedules. In the absence of such trials, the decision to offer short or long infusions in advanced adenocarcinoma may need to be individualised, although it certainly appears that women have less toxicity, apart from sensory nerve damage, with a shorter infusion. Efficacy appearing similar regardless of infusion duration."
1519,CD008418,"In adults, formoterol was similar to short-acting beta2-agonists when used as a reliever, and showed a reduction in the number of exacerbations requiring a course of oral corticosteroids. Clinicians should weigh the relatively modest benefits of formoterol as-needed against the benefits of single inhaler therapy and the potential danger of long-term use of long-acting beta2-agonists in some patients. We did not find evidence to recommend changes to guidelines that suggest that long-acting beta2-agonists should be given only to patients already taking inhaled corticosteroids.
There was insufficient information reported from children in the included trials to come to any conclusion on the safety or efficacy of formoterol as relief medication for children with asthma."
1520,CD003802,The analyses did not support the use of melatonin for treatment of cognitive impairment associated with dementia. Meta-analysis of psychopathologic behavior scale scores suggested that melatonin may be effective in treating these dementia-related disturbances.
1521,CD000169,Chemoprophylaxis or IPT reduces antenatal parasite prevalence and placental malaria when given to women in all parity groups. They also have positive effects on birthweight and possibly on perinatal death in low-parity women.
1522,CD002202,While hydroxyurea appears both effective and safe in severely affected SS adults over a two-year period; further studies are required to elucidate its role in other patient groups and for other conditions.
1523,CD005025,Reminder packing may represent a simple method for improving adherence for patients with selected conditions. Further research is warranted to improve the design and targeting of these devices.
1524,CD003724,"Since the last version of this review no new studies were found.
There was no good quality evidence that antidepressants are effective for narcolepsy or improve quality of life. Despite the clinical consensus recommending antidepressants for cataplexy there is scarce evidence that antidepressants have a positive effect on this symptom. There is a clear need for well-designed randomised controlled trials to assess the effect of antidepressants on narcolepsy."
1525,CD000195,"A short course of corticosteroids following assessment for an asthma exacerbation significantly reduces the number of relapses to additional care, hospitalizations and use of short-acting beta2-agonist without an apparent increase in side effects. Intramuscular and oral corticosteroids are both effective."
1526,CD004595,"There is insufficient evidence to give clear recommendations for practice. There is inconsistent evidence that universal ultrasound results in a significant increase in treatment compared to the use of targeted ultrasound or clinical examination alone. Neither of the ultrasound strategies have been demonstrated to improve clinical outcomes including late diagnosed DDH and surgery. The studies are substantially underpowered to detect significant differences in the uncommon event of late detected DDH or surgery. For infants with unstable hips or mildly dysplastic hips, use of delayed ultrasound and targeted splinting reduces treatment without significantly increasing the rate of late diagnosed DDH or surgery."
1527,CD006264,"There is no enough evidence that long-term corticosteroid treatment delays progression of long term disability in patients with MS. Since one study at high risk of bias showed that the administration of pulsed high dose i. v. MP is associated with a significant reduction in the risk of long term disability progression in patients with RR MS, an adequately powered, high quality RCT is needed to investigate this finding."
1528,CD003043,Treatment with UDCA and/or antibiotics to prevent clogging of biliary stents in patients with malignant stricture of the biliary tract cannot be recommended routinely on the basis of the existing randomised clinical trials. Further trials are needed with rigorous methodology and sufficient statistical power.
1529,CD007034,There is no strong evidence that any clinical advantage for patients requiring acute PD for AKI when comparing conventional (lactate) with low GDP dialysis solutions (bicarbonate).
1530,CD001164,"Choice of which depot to use must always take into account clinical judgement and the preferences of the recipients of care and their carers. Limited trial data suggests, however, that there are real differences between zuclopenthixol decanoate and other depots and these differences largely favour the former.
This review highlights the need for good controlled clinical trials to fully address the effects of zuclopenthixol decanoate for those with schizophrenia. Future studies should report service utilisation data, as well as satisfaction with care and economic outcomes. Duration of such trials should be of a longer duration than the included studies (12 months or more)."
1531,CD000256,"The evidence suggests that artemisinin drugs are effective and safe for treating uncomplicated malaria. There is no evidence from randomised trials that one artemisinin derivative is better than the others. In areas where there is mefloquine resistance, combination therapy with an artemisinin derivative appears to improve sustained parasite clearance compared with either drug alone.

This review summarizes trials up to 1999. For the reasons in the 'What's new' section, this review will no longer be updated."
1532,CD001300,Laparoscopic surgery results in improved pain outcomes when compared to diagnostic laparoscopy alone. There were few women diagnosed with severe endometriosis included in the meta-analysis and therefore any conclusions from this meta-analysis regarding treatment of severe endometriosis should be made with caution. It is not possible to draw conclusions from the meta-analysis which specific laparoscopic surgical intervention is most effective.
1533,CD002115,"There is still remarkably little research on this common and, to patients, very significant condition. It is not possible to draw any recommendation for bowel care in people with neurological diseases from the trials included in this review. Bowel management for these people must remain empirical until well-designed controlled trials with adequate numbers and clinically relevant outcome measures become available."
1534,CD004175,"Until good quality RCTs are carried out, there is insufficient evidence to indicate whether children with Kawasaki disease should continue to receive salicylate as part of their treatment regimen."
1535,CD006148,"The current available evidence primarily supports a lack of benefit of STI before switching therapy in patients with unsuppressed HIV viremia despite ART. There is evidence of harm in attempting STI in patients with relatively advanced HIV disease, due to the associated CD4 cell decline and the increased risk of clinical disease progression. At this time, there is no evidence to recommend the use of STI in this clinical category of patients with treatment failure."
1536,CD001308,"The limited evidence available suggests that bladder training may be helpful for the treatment of urinary incontinence, but this conclusion can only be tentative as the trials were of variable quality and of small size with wide confidence intervals around the point estimates of effect. There was also not enough evidence to determine whether bladder training was useful as a supplement to another therapy. Definitive research has yet to be conducted."
1537,CD004695,"Evidence from existing randomized control trials comparing CHCs given continuously (greater than 28 days of active combined hormones) to traditional monthly cyclic dosing (21 days of active hormone and 7 days of placebo) is of good quality. However, the variations in type of hormones and time length for continuous dosing make a formal meta-analysis impossible. Future studies should choose a previously described type of CHC and dosing regimen. More attention needs to be directed towards participant satisfaction and menstruation-associated symptoms."
1538,CD003495,"There is no evidence that single or multiple dose intravenous secretin is effective and as such currently it should not be recommended or administered as a treatment for ASD. Further experimental assessment of secretin's effectiveness for ASD can only be justified if there is new high-quality and replicated scientific evidence that either finds that secretin has a role in neurotransmission in a way that could benefit all children with ASD or identifies important subgroups of children with ASD who could benefit from secretin because of a proven link between the action of secretin and the known cause of their ASD, or the type of problems they are experiencing."
1539,CD005606,The included studies do not demonstrate any evidence to support the use of topical treatments prior to the use of a fibre-optic nasal endoscope. Some go as far as to suggest that these agents should not be used due to cost and unpleasant side effects. Five studies did not demonstrate any advantage in terms of reducing pain or discomfort when using a topical treatment prior to endoscopy. The absence of demonstrable effect may be due to relatively small patient groups. It is therefore possible that there is a small effect of using these sprays. Further research using standardised reporting methods is needed.
1540,CD004083,"There is little to choose between peribulbar and retrobulbar block in terms of anaesthesia and akinesia during surgery measuring acceptability to patients, need for additional injections and development of severe complications. Severe local or systemic complications were rare for both types of block."
1541,CD008532,"To date there is uncertainty regarding the long-term benefits and risks of treatment with tiotropium in addition to inhaled corticosteroid and long-acting beta2-agonist combination therapy on mortality, hospitalisation, exacerbations of COPD and pneumonia. The addition of combination treatment to tiotropium has shown improvements in average health-related quality of life and lung function."
1542,CD005311,Limited current evidence is available and it is inconclusive regarding the benefit from parent-initiated OCS in the treatment of intermittent wheezing illnesses in children. Widespread use of this strategy cannot be recommended until the benefits and harms can be clarified further.
1543,CD009456,"The review demonstrates that there is currently insufficient high-quality evidence from randomised controlled trials or quasi-randomised controlled trials to provide conclusive results about the effectiveness of any particular type of oral-motor therapy for children with neurological impairment. There is an urgent need for larger-scale (appropriately statistically powered), randomised trials to evaluate the efficacy of interventions for oropharyngeal dysphagia."
1544,CD004731,"No conclusions could be drawn about the short- or long-term use of protein substitute in phenylketonuria due to the lack of adequate or analysable trial data. Additional data and randomised controlled trials are needed to investigate the use of protein substitute in phenylketonuria. Until further evidence is available, current practice in the use of protein substitute should continue to be monitored with care."
1545,CD006460,"Both conventional occlusion and atropine penalization produce visual acuity improvement in the amblyopic eye. Atropine penalization appears to be as effective as conventional occlusion, although the magnitude of improvement differed among the three trials. Atropine penalization can be used as first line treatment for amblyopia."
1546,CD004639,"Due to poor quality of included trials and heterogeneity between trials, the evidence in favour of causal association between calcium supplementation and blood pressure reduction is weak and is probably due to bias. This is because poor quality studies generally tend to over-estimate the effects of treatment. Larger, longer duration and better quality double-blind placebo controlled trials are needed to assess the effect of calcium supplementation on blood pressure and cardiovascular outcomes."
1547,CD003450,There is no strong evidence available to support any differences in the clinical performance of ceramic inlays and other posterior restorations. There is a limited number of well-designed clinical trials within this research area. Greater attention to the design and reporting of studies should be given to improve the study quality of ceramic restoration trials.
1548,CD008907,Eslicarbazepine acetate reduces seizure frequency when used as an add-on treatment for people with drug-resistant partial epilepsy. The trials included in this review were of short-term duration and focused on adults.
1549,CD009307,"There is some evidence that multi-component interventions for alcohol misuse prevention in young people can be effective. However, there is little evidence that interventions with multiple components are more effective than interventions with single components."
1550,CD007121,There is insufficient evidence from randomised controlled trials to determine which methods of conservative treatment are the most appropriate for acute middle third clavicle fractures in adolescents and adults. Further research is warranted.
1551,CD009144,We did not find evidence to support or refute the use of bisphosphonates for patients with primary biliary cirrhosis. The data seem to indicate a possible positive intervention effect of bisphosphonates on decreasing urinary amino telopeptides of collagen I concentration compared with placebo or no intervention with no risk of random error. There is need for more randomised clinical trials assessing the effects of bisphosphonates for osteoporosis on patient-relevant outcomes in primary biliary cirrhosis.
1552,CD003255,"This review indicates that consistent use of condoms results in 80% reduction in HIV incidence. Consistent use is defined as using a condom for all acts of penetrative vaginal intercourse. Because the studies used in this review did not report on the ""correctness"" of use, namely whether condoms were used correctly and perfectly for each and every act of intercourse, effectiveness and not efficacy is estimated. Also, this estimate refers in general to the male condom and not specifically to the latex condom, since studies also tended not to specify the type of condom that was used. Thus, condom effectiveness is similar to, although lower than, that for contraception."
1553,CD004697,"There is insufficient evidence from randomised trials to support or refute the use of prophylactic antibiotics when umbilical artery catheters are inserted in newborn infants, and no evidence to support or refute continuing antibiotics once initial cultures rule out infection in newborn infants with umbilical artery catheters."
1554,CD006261,"The limited available data suggest that DMPA is a safe contraceptive option for women in SS disease. In addition to providing effective contraception, DMPA may reduce sickle pain crises."
1555,CD004732,"While caesarean section is a common procedure performed on women worldwide, there is little information available to inform the most appropriate surgical technique to adopt.
[Note: The 34 citations in the awaiting classification section of the review may alter the conclusions of the review once assessed.]"
1556,CD009879,"The present review did not identify sufficient evidence to assess the effectiveness of SROM for opioid maintenance because only three studies meeting our inclusion criteria have been identified. Two studies suggested a possible reduction of opioid use in people taking SROM. In another study, the use of SROM was associated with fewer depressive symptoms. Retention in treatment was not significantly different among compared interventions while the adverse effects were more frequent with the people given SROM."
1557,CD006522,There is insufficient robust evidence to determine the relative effects of different methods of external fixation. Adequately powered studies could provide better evidence.
1558,CD001514,The small size of this study and other methodological problems do not allow any firm conclusions to be drawn regarding the efficacy and safety of lisuride compared with bromocriptine in advanced Parkinson's disease with motor complications.
1559,CD003634,This systematic review revealed no evidence to support the use of early BR/LD combination therapy as a strategy to prevent or delay the onset of motor complications in the treatment of PD.
1560,CD001793,"Radiotherapy is clearly effective at reducing pain from painful bone metastases. There was no evidence of any difference in efficacy between different fractionation schedules, nor indeed of a dose-response with total dose of radiation. For treatment of generalised bone pain both hemibody irradiation and radioisotopes can reduce the number of painful new sites."
1561,CD007760,"The results provide clear and reliable evidence that home palliative care increases the chance of dying at home and reduces symptom burden in particular for patients with cancer, without impacting on caregiver grief. This justifies providing home palliative care for patients who wish to die at home. More work is needed to study cost-effectiveness especially for people with non-malignant conditions, assessing place of death and appropriate outcomes that are sensitive to change and valid in these populations, and to compare different models of home palliative care, in powered studies."
1562,CD006111,The small number of included trials and their poor methodological quality provided insufficient reliable evidence to support the routine use of this medication for preventing the incidence of painful sickle cell disease crises.
1563,CD005387,"There is some evidence that physical activity programs might promote short-term weight gain and bone mineralization in preterm infants. Data is inadequate to assess harm or long-term effects. Current evidence does not support the routine use of physical activity programs in preterm infants. Further trials incorporating infants with a high baseline risk of osteopenia are required. These trials should address adverse events, long-term outcomes, and the effects of nutritional intake (calories, protein, calcium, phosphorus)."
1564,CD002317,Data suggest tricyclic drugs are not useful in treating depression in children. There is marginal evidence to support the use of tricyclic drugs in the treatment of depression in adolescents.
1565,CD006489,There is insufficient evidence to be able to say whether or not physical activity programs are beneficial for people with dementia.
1566,CD005341,"Implications for clinical practice: The controlled trials that have been identified raise the possibility that prophylactic granulocyte transfusions at a dose of at least 1 x 1010 may reduce the risk of mortality from infection. Overall mortality was not affected. However, the majority of studies were performed decades ago, and standards of supportive care have advanced considerably. These earlier trials were also based on transfusing lower yields of collected granulocytes than currently recommended. It is difficult to recommend prophylactic granulocyte transfusions outside the setting of ongoing controlled trials, given the resource and cost implications.
Implications for research: Larger trials are needed to establish the validity of the potential benefits raised by this review, in view of the methodological limitations, the small sample sizes and the heterogeneous definitions of infection that were encountered in the included studies."
1567,CD003280,"The evidence from randomised trials does not show significant benefit from azathioprine, interferon beta-1a or methotrexate but none of the trials was large enough to rule out small or moderate benefit. The evidence from observational studies is insufficient to avoid the need for randomised controlled trials to discover whether these drugs are beneficial. Future trials should have improved designs, more sensitive outcome measures and longer durations."
1568,CD007855,"We cannot draw any definite conclusion on the most effective and safest antibiotic regimen for the initial treatment of asymptomatic bacteriuria in pregnancy. One study showed advantages with a longer course of nitrofurantoin, and another showed better tolerability with ampicillin compared with pivmecillinam; otherwise, there was no significant difference demonstrated between groups treated with different antibiotics. Given this lack of conclusive evidence, it may be useful for clinicians to consider factors such as cost, local availability and side effects in the selection of the best treatment option."
1569,CD005049,"Several class IA, IC and III drugs, as well as class II (beta-blockers), are moderately effective in maintaining sinus rhythm after conversion of atrial fibrillation. However, they increase adverse events, including pro-arrhythmia, and some of them (disopyramide, quinidine and sotalol) may increase mortality. Possible benefits on clinically relevant outcomes (stroke, embolisms, heart failure) remain to be established."
1570,CD009251,"The available literature is insufficient to determine the appropriate analgesia or anesthesia for sterilization by hysteroscopy. Compared to paracervical block with normal saline, paracervical block with lidocaine reduced pain during some portions of the procedure. Intravenous sedation resulted in lower pain scores during insertion of the second tubal device. However, neither paracervical block with lidocaine nor conscious sedation significantly reduced overall pain scores for sterilization by hysteroscopy."
1571,CD004707,"Liposomal amphotericin B is significantly more effective than voriconazole for empirical therapy of neutropenic cancer patients and should be preferred. For treatment of aspergillosis, there are no trials that have compared voriconazole with amphotericin B given under optimal conditions."
1572,CD001030,"We have found some evidence to support the policy of using carbamazepine as the first treatment of choice in partial epilepsies, but no evidence to support the choice of valproate in generalized epilepsies, but confidence intervals are too wide to confirm equivalence. Misclassification of people with epilepsy may have confounded our results, and has important implications for the design and conduct of future trials."
1573,CD001049,"Mannitol therapy for raised ICP may have a beneficial effect on mortality when compared to pentobarbital treatment, but may have a detrimental effect on mortality when compared to hypertonic saline. ICP-directed treatment shows a small beneficial effect compared to treatment directed by neurological signs and physiological indicators. There are insufficient data on the effectiveness of pre-hospital administration of mannitol."
1574,CD007421,There is evidence of an improved clinical pregnancy rate with the use of adherence compounds in ART cycles but no evidence of an effect on live birth rate. The increase in multiple pregnancy rate may be the result of the use of a combination of an adherence compound and a policy of transferring more than one embryo. Further studies of adherence compounds with single embryo transfer need to be undertaken.
1575,CD005246,This improvement in survival encourages the use of platinum based combination chemotherapy for patients with invasive bladder cancer.
1576,CD001272,"Antiplatelet agents have a beneficial effect in reducing all cause mortality and fatal cardiovascular events in patients with IC. Treatment with antiplatelet agents in this patient group however is associated with an increase in adverse effects, including GI symptoms, and healthcare professionals and patients need to be aware of the potential harm as well as the benefit of therapy; more data are required on the effect of antiplatelets on major bleeding. Evidence on the effectiveness of aspirin versus either placebo or an alternative antiplatelet agent is lacking. Evidence for thienopyridine antiplatelet agents was particularly compelling and there is an urgent need for multicentre trials to compare the effects of aspirin against thienopyridines."
1577,CD006442,"Psychological interventions may be slightly superior to usual care or waiting list control conditions at the end of treatment although the clinical significance of this is debatable. Except for a single study, these therapies are not superior to placebo and the sustainability of their effect is questionable. The meta-analysis was significantly limited by issues of validity, heterogeneity, small sample size and outcome definition. Future research should adhere to current recommendations for IBS treatment trials and should focus on the long-term effects of treatment."
1578,CD006113,"Overall, the evidence base for treating PBS/IC using intravesical preparations is limited and the potential for meta-analysis reduced by variation in the outcome measures used. The quality of trial reports was mixed and in some cases this precluded any meaningful data extraction. BCG and oxybutin are reasonably well-tolerated and evidence is most promising for these. Resiniferatoxin showed no evidence of effect for most outcomes and caused pain, which reduced treatment compliance. There is little evidence for the other treatments included in this review. Randomised controlled trials are still needed and study design should incorporate outcomes that are most relevant to these with PBS/IC and should be standardised."
1579,CD009339,"Implications for practice  
This review found one randomized trial that showed that weight loss may be beneficial for improving asthma control in overweight and obese patients, in conjunction with weight loss in intervention groups in the short term. Applying the GRADE system to the results of this review however, shows that the quality of evidence is low, because although all four studies are RCTs there were serious methodological limitations in the studies (unclear risk of selection bias and high risk of detection bias) and imprecision (small sample size). There is inadequate evidence to comment on the effect of weight loss interventions on quality of life and health care utilization. In addition, there was inadequate reporting of data on adverse effects to permit proper balancing of harms and benefits of the interventions. On account of this low quality of evidence, the benefit of weight loss as an intervention for asthma control remains uncertain, and as such, clinicians should be prepared to help patients to make a decision that is consistent with their own values.

Implications for research  
The finding that most of the included studies were of low methodological quality highlights the need for further well designed RCTs, with emphasis on adequate methods of allocation sequence generation as well as allocation concealment and longer follow-up periods. These studies need to report more fully on relevant outcomes (both statistically significant and otherwise) such as: asthma symptoms/control, use of rescue medication, change in lung function parameters (actual mean/median values), hospital utilization, quality of life, and adverse effects. There is also a need for longer intervention as well as follow-up durations to evaluate the effect of sustained measures to achieve weight loss, and to determine if these effects are still significantly present after a considerable period of time.
There is also a need for these well designed studies in children and adolescents, as well as in low-income countries such as Africa, where the prepackaged, low energy diets, as well as structured physical activity-based interventions utilized in these included studies, may not be feasible or applicable."
1580,CD006617,"Aripiprazole differs little from typical antipsychotic drugs with respect to efficacy, however it presents significant advantages in terms of tolerability. Clearly reported pragmatic short, medium and long term randomised controlled trials are required to replicate and validate these findings and determine the position of aripiprazole in everyday clinical practice."
1581,CD001209,"Continuous antibiotic prophylaxis for 6-12 months reduced the rate of UTI during prophylaxis when compared to placebo. After prophylaxis two studies showed no difference between groups. There were more adverse events in the antibiotic group. One RCT compared postcoital versus continuous daily ciprofloxacin and found no significant difference in rates of UTIs, suggesting that postcoital treatment could be offered to woman who have UTI associated with sexual intercourse."
1582,CD008800,"Acetaminophen may help relieve nasal obstruction and rhinorrhoea but does not appear to improve some other cold symptoms (including sore throat, malaise, sneezing and cough). However, two of the four included studies in this review were small and allocation concealment was unclear in all four studies. The data in this review do not provide sufficient evidence to inform practice regarding the use of acetaminophen for the common cold in adults. Further large-scale, well-designed trials are needed to determine whether this intervention is beneficial in the treatment of adults with the common cold."
1583,CD001693,"Peripheral retinal ablation reduces the incidence of adverse ophthalmic outcome in premature infants with threshold ROP. In sighted eyes, peripheral retinal ablation may reduce the size of the visual field. At this stage, long term outcomes remain unknown."
1584,CD002312,"Intrapleural fibrinolytic therapy confers significant benefit in reducing the requirement for surgical intervention for patients in the early studies included in this review but not in the more recently published Maskell study. The reasons for this difference are uncertain. Separate subgroup analysis of proven loculated/septated effusions from the available data in our meta-analysis suggests a potential overall treatment benefit with fibrinolytics, but these results should be treated with caution as the data are incomplete and the benefit is not significant in the subgroup of high quality trials (Cochrane Grade A). Intrapleural fibrinolytics have not been shown to significantly increase adverse events, but the confidence interval is too wide to firmly exclude this possibility."
1585,CD003478,"The finding of a reduction in risk of invasive fungal infection in very low birth weight infants treated with oral/topical non-absorbed antifungal prophylaxis should be interpreted cautiously because of methodological weaknesses in the included trials. Further large randomised controlled trials in current neonatal practice settings are needed to resolve this uncertainty. These trials might compare oral/topical non-absorbed antifungal agents with placebo, with each other, or with systemic antifungal agents and should include an assessment of effect on long-term neurodevelopmental outcomes."
1586,CD006764,"Dexamethasone may have some benefits compared with betamethasone such as less intraventricular haemorrhage, although perhaps a higher rate of NICU admission (seen in only one trial). Apart from a suggestion from another small trial that the intramuscular route may have advantages over an oral route for dexamethasone, few other conclusions about optimal antenatal corticosteroid regimens were able to be made. Trials of commonly used corticosteroids are most urgently needed, followed by trials of dosages and other variations in regimens."
1587,CD005965,"The four-dose regimen of artemether-lumefantrine seems to be less effective than regimens against which it has been tested. The six-dose regimen is superior to four-dose regimen.
2008: This review will not be updated because the four-dose regimen is no longer recommended; see 'What's new' for details."
1588,CD000205,One small study reports some preliminary evidence that benzodiazepines may have some effect in neuroleptic induced tardive dyskinesia. Inconclusive results from other studies means routine clinical use is not indicated and these treatments remain experimental.
1589,CD003968,"Psychological treatments are effective in reducing pain intensity for children and adolescents (<18 years) with headache and benefits from therapy appear to be maintained. Psychological treatments also improve pain and disability for children with non-headache pain. There is limited evidence available to estimate the effects of psychological therapies on mood for children and adolescents with headache and non-headache pain. There is also limited evidence to estimate the effects on disability in children with headache. These conclusions replicate and add to those of the previous review which found psychological therapies were effective in reducing pain intensity for children with headache and non-headache pain conditions, and these effects were maintained at follow-up."
1590,CD005657,"Evidence from five RCTs, only two of which addressed the most relevant question of primary effectiveness, provides limited evidence that ear drops are effective 30 minutes after administration in older children with AOM. Uncertainty exists as to the magnitude of this effect and more high-quality studies are needed."
1591,CD001855,"Helmets reduce bicycle-related head and facial injuries for bicyclists of all ages involved in all types of crashes, including those involving motor vehicles. Our response to comments from critics are presented in the Feedback section."
1592,CD005302,"Planned management (with methods such as oxytocin or prostaglandin) reduces the risk of some maternal infectious morbidity without increasing caesarean sections and operative vaginal births. Fewer infants went to neonatal intensive care under planned management although no differences were seen in neonatal infection rates. Since planned and expectant management may not be very different, women need to have appropriate information to make informed choices."
1593,CD002767,"Studies are insufficient to identify conclusive evidence favouring a policy of elective intravenous antibiotic administration, despite its widespread use, neither are the potential risks adequately evaluated. The results should be viewed with caution, as participant numbers are small. Clearly there is a need for a well-designed, adequately-powered, multicentred randomised controlled trial to evaluate these issues.
This review will no longer be regularly updated. Searches will still be undertaken on a two-yearly basis by the Cochrane Cystic Fibrosis & Genetic Disorders Group. If, in future, relevant trials are identified, the review will be updated again."
1594,CD006810,"The available evidence is limited, but suggests that adjunctive G-CSF treatment in people with a diabetic foot infection, including infected ulcers, does not appear to increase the likelihood of resolution of infection or healing of the foot ulcer. However, it does appear to reduce the need for surgical interventions, especially amputations, and the duration of hospitalisation. Clinicians might consider adding G-CSF to the usual treatment of diabetic foot infections, especially in patients with a limb-threatening infection, but it is not clear which patients might benefit."
1595,CD007160,There is no conclusive evidence from randomised controlled trials to support the routine use of inhaled oxygen in patients with acute AMI. A definitive randomised controlled trial is urgently required given the mismatch between trial evidence suggestive of possible harm from routine oxygen use and recommendations for its use in clinical practice guidelines.
1596,CD004015,"LHWs provide promising benefits in promoting immunisation uptake and breastfeeding, improving TB treatment outcomes, and reducing child morbidity and mortality when compared to usual care. For other health issues, evidence is insufficient to draw conclusions about the effects of LHWs."
1597,CD003858,"Research has focussed on encouraging women to attempt vaginal delivery. Trials of interventions to encourage women to attempt vaginal birth showed no effect, but shortcomings in study design mean that the evidence is inconclusive.
Further research on this topic is urgently needed."
1598,CD002143,"The majority of patients should be treated with short courses of palliative radiotherapy, of 1 or 2 fractions. Care should be taken with the dose to the spinal cord. The use of high dose palliative regimens should be considered for and discussed with selected patients with good performance status. More research is needed into reducing the acute toxicity of large fraction regimens and into the role of radical compared to high dose palliative radiotherapy. In the future, large trials comparing different RT regimens may be difficult to set up because of the increasing use of systemic chemotherapy. Trials looking at how best to integrate these two modalities, particularly in good PS patients, need to be carried out."
1599,CD006803,"Considering the lack of clinical benefit and the frequent adverse effects, there is currently no evidence to recommend antiviral treatment for recurrent liver graft infection with HCV. Further randomised clinical trials with adequate trial methodology and adequate duration of follow-up are necessary."
1600,CD000064,There is not enough evidence to evaluate corticosteroid treatment for people with acute presumed ischaemic stroke. The conclusions are unchanged since the previous update.
1601,CD004529,"Data are limited but appear to suggest that atovaquone-proguanil is more effective than chloroquine, amodiaquine, and mefloquine. There are insufficient data for comparisons against sulfadoxine-pyrimethamine, halofantrine, artesunate plus mefloquine, quinine plus tetracycline, and dihydroartemisinin-piperaquine-trimethoprim-primaquine in treating malaria. There are not enough data to assess safety, but a number of adverse events were identified with all drugs. Large trials comparing atovaquone-proguanil with other new combination therapies are needed."
1602,CD001457,The available trial data do not provide evidence that glutamine supplementation confers important benefits for preterm infants.
1603,CD002152,"Routine phenobarbitone in cerebral malaria is associated with fewer convulsions but possibly more deaths. Further trials with adequate design, more participants, and different doses of anticonvulsant drugs are needed."
1604,CD006983,Decompressive surgery is used for treating nerve damage in leprosy but the available evidence from RCTs is of very low quality and does not show a significant added benefit of surgery over steroid treatment alone. Well-designed RCTs are needed to establish the effectiveness of the combination of surgery and medical treatment compared to medical treatment alone.
1605,CD004990,"There is insufficient evidence to recommend the use of trazodone as a treatment for behavioural and psychological manifestations of dementia. In order to assess effectiveness and safety of trazodone, longer-term randomized controlled trials are needed, involving larger samples of participants with a wider variety of types and severities of dementia."
1606,CD003261,"There is good evidence that topical mupirocin and topical fusidic acid are equally, or more, effective than oral treatment. Due to the lack of studies in people with extensive impetigo, it is unclear if oral antibiotics are superior to topical antibiotics in this group. Fusidic acid and mupirocin are of similar efficacy. Penicillin was not as effective as most other antibiotics. There is a lack of evidence to support disinfection measures to manage impetigo."
1607,CD006439,"There appears to be strong evidence that chromoscopy enhances the detection of neoplasia in the colon and rectum. Patients with neoplastic polyps, particularly those with multiple polyps, are at increased risk of developing colorectal cancer. Such lesions, which presumably would be missed with conventional colonoscopy, could contribute to the interval cancer numbers on any surveillance programme."
1608,CD004008,No trials show interventions for trichiasis prevent blindness. Certain interventions have been shown to be more effective at eliminating trichiasis. Full thickness incision of the tarsal plate and rotation of the lash-bearing lid margin through 180 degrees is probably the best technique and is preferably delivered in the community. The use of double-sided sticking plaster is more effective than epilation as a temporary measure. Surgery may be carried out by an ophthalmologist or a trained ophthalmic assistant. The addition of azithromycin treatment at the time of surgery does not appear to improve outcomes.
